CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST2637,281.0,8,25623.79,2,1,2,212,At Risk
CUST2638,94.0,10,12651.570000000002,3,2,1,321,Loyal
CUST2639,127.0,6,9245.41,3,1,1,311,At Risk
CUST2640,246.0,10,22707.55,2,2,2,222,Regular
CUST2641,309.0,12,41655.43,1,3,4,134,Low Value
CUST2642,7.0,16,45734.11,4,4,4,444,VIP
CUST2643,37.0,12,25383.079999999998,4,3,2,432,Loyal
CUST2644,372.0,9,19012.93,1,1,1,111,Low Value
CUST2645,126.0,13,37620.88,3,3,4,334,VIP
CUST2646,455.0,7,14202.73,1,1,1,111,Low Value
CUST2647,99.0,7,21914.05,3,1,2,312,At Risk
CUST2648,35.0,13,16906.510000000002,4,3,1,431,Loyal
CUST2649,69.0,11,33152.64,3,2,3,323,Loyal
CUST2650,671.0,8,20308.07,1,1,1,111,Low Value
CUST2651,520.0,8,25782.829999999998,1,1,2,112,Low Value
CUST2652,278.0,16,44655.0,2,4,4,244,Regular
CUST2653,280.0,8,13738.08,2,1,1,211,At Risk
CUST2654,38.0,15,37061.14,4,4,4,444,VIP
CUST2655,220.0,14,49347.29,2,4,4,244,Regular
CUST2656,397.0,9,23407.99,1,1,2,112,Low Value
CUST2657,36.0,15,38922.47,4,4,4,444,VIP
CUST2658,64.0,7,15129.82,4,1,1,411,At Risk
CUST2659,523.0,7,11647.49,1,1,1,111,Low Value
CUST2660,69.0,7,29062.78,3,1,3,313,At Risk
CUST2661,130.0,10,34455.76,3,2,3,323,Loyal
CUST2662,700.0,10,31137.809999999998,1,2,3,123,Low Value
CUST2663,37.0,12,17260.79,4,3,1,431,Loyal
CUST2664,5.0,14,32262.510000000002,4,4,3,443,VIP
CUST2665,128.0,12,36527.13,3,3,4,334,VIP
CUST2666,1.0,13,22540.7,4,3,2,432,Loyal
CUST2667,161.0,11,16324.15,2,2,1,221,Regular
CUST2668,125.0,11,15223.259999999998,3,2,1,321,Loyal
CUST2669,303.0,13,31492.18,2,3,3,233,Regular
CUST2670,432.0,10,14432.49,1,2,1,121,Low Value
CUST2671,2.0,16,46986.26,4,4,4,444,VIP
CUST2672,38.0,14,29583.260000000002,4,4,3,443,VIP
CUST2673,126.0,13,34468.5,3,3,3,333,VIP
CUST2674,336.0,15,38681.6,1,4,4,144,Low Value
CUST2675,247.0,8,32961.61,2,1,3,213,At Risk
CUST2676,638.0,11,33700.85,1,2,3,123,Low Value
CUST2677,156.0,14,22642.53,3,4,2,342,Loyal
CUST2678,128.0,13,40799.98,3,3,4,334,VIP
CUST2679,68.0,8,21814.27,3,1,2,312,At Risk
CUST2680,586.0,8,14922.71,1,1,1,111,Low Value
CUST2681,424.0,12,31683.67,1,3,3,133,Low Value
CUST2682,99.0,6,11525.760000000002,3,1,1,311,At Risk
CUST2683,216.0,9,17667.53,2,1,1,211,At Risk
CUST2684,7.0,11,34270.3,4,2,3,423,Loyal
CUST2685,34.0,11,28615.719999999998,4,2,3,423,Loyal
CUST2686,586.0,10,23531.35,1,2,2,122,Low Value
CUST2687,335.0,10,33065.159999999996,1,2,3,123,Low Value
CUST2688,37.0,9,13660.140000000001,4,1,1,411,At Risk
CUST2689,822.0,11,35690.73,1,2,4,124,Low Value
CUST2690,95.0,10,35080.57,3,2,4,324,Loyal
CUST2691,278.0,14,35381.35,2,4,4,244,Regular
CUST2692,36.0,15,43356.41,4,4,4,444,VIP
CUST2693,186.0,12,23617.510000000002,2,3,2,232,Regular
CUST2694,94.0,18,39953.43,3,4,4,344,VIP
CUST2695,32.0,17,22906.92,4,4,2,442,Loyal
CUST2696,280.0,12,39930.09,2,3,4,234,Regular
CUST2697,214.0,10,35757.42,2,2,4,224,Regular
CUST2698,372.0,9,16397.87,1,1,1,111,Low Value
CUST2699,373.0,10,21631.77,1,2,2,122,Low Value
CUST2700,6.0,12,35501.39,4,3,4,434,VIP
CUST2701,218.0,8,18901.64,2,1,1,211,At Risk
CUST2702,394.0,7,20542.460000000003,1,1,2,112,Low Value
CUST2703,31.0,12,36500.61,4,3,4,434,VIP
CUST2704,7.0,11,30652.32,4,2,3,423,Loyal
CUST2705,250.0,9,23597.47,2,1,2,212,At Risk
CUST2706,463.0,13,25348.16,1,3,2,132,Low Value
CUST2707,551.0,7,18274.74,1,1,1,111,Low Value
CUST2708,67.0,14,37108.83,3,4,4,344,VIP
CUST2709,217.0,11,22598.61,2,2,2,222,Regular
CUST2710,63.0,13,40824.09,4,3,4,434,VIP
CUST2711,5.0,12,29773.359999999997,4,3,3,433,VIP
CUST2712,94.0,5,6158.360000000001,3,1,1,311,At Risk
CUST2713,161.0,13,32335.54,2,3,3,233,Regular
CUST2714,62.0,8,33676.15,4,1,3,413,At Risk
CUST2715,32.0,12,37196.1,4,3,4,434,VIP
CUST2716,125.0,13,36257.11,3,3,4,334,VIP
CUST2717,525.0,5,11151.81,1,1,1,111,Low Value
CUST2718,219.0,9,11745.06,2,1,1,211,At Risk
CUST2719,336.0,11,24830.39,1,2,2,122,Low Value
CUST2720,38.0,15,29224.43,4,4,3,443,VIP
CUST2721,2.0,6,14704.84,4,1,1,411,At Risk
CUST2722,516.0,7,15124.640000000001,1,1,1,111,Low Value
CUST2723,68.0,7,20582.1,3,1,2,312,At Risk
CUST2724,125.0,13,27246.15,3,3,2,332,Loyal
CUST2725,395.0,16,31459.879999999997,1,4,3,143,Low Value
CUST2726,161.0,10,30152.41,2,2,3,223,Regular
CUST2727,578.0,8,34321.36,1,1,3,113,Low Value
CUST2728,33.0,9,15809.41,4,1,1,411,At Risk
CUST2729,99.0,12,33938.04,3,3,3,333,VIP
CUST2730,190.0,9,15907.68,2,1,1,211,At Risk
CUST2731,246.0,7,14904.87,2,1,1,211,At Risk
CUST2732,4.0,12,30770.54,4,3,3,433,VIP
CUST2733,484.0,8,12111.94,1,1,1,111,Low Value
CUST2734,370.0,13,29959.02,1,3,3,133,Low Value
CUST2735,157.0,11,38555.1,3,2,4,324,Loyal
CUST2736,157.0,12,35889.07,3,3,4,334,VIP
CUST2737,94.0,10,34336.63,3,2,3,323,Loyal
CUST2738,62.0,16,39044.39,4,4,4,444,VIP
CUST2739,99.0,12,28443.65,3,3,3,333,VIP
CUST2740,217.0,16,48205.700000000004,2,4,4,244,Regular
CUST2741,6.0,19,30631.079999999998,4,4,3,443,VIP
CUST2742,215.0,13,21757.44,2,3,2,232,Regular
CUST2743,552.0,7,17542.08,1,1,1,111,Low Value
CUST2744,5.0,11,25768.309999999998,4,2,2,422,Loyal
CUST2745,215.0,14,42405.15,2,4,4,244,Regular
CUST2746,187.0,11,35733.74,2,2,4,224,Regular
CUST2747,701.0,11,33860.47,1,2,3,123,Low Value
CUST2748,93.0,13,32567.579999999998,3,3,3,333,VIP
CUST2750,2.0,10,26665.27,4,2,2,422,Loyal
CUST2751,35.0,14,53781.96,4,4,4,444,VIP
CUST2752,246.0,14,46031.520000000004,2,4,4,244,Regular
CUST2753,38.0,9,17416.37,4,1,1,411,At Risk
CUST2754,184.0,11,24271.19,2,2,2,222,Regular
CUST2755,186.0,17,28054.76,2,4,3,243,Regular
CUST2756,245.0,14,33552.01,2,4,3,243,Regular
CUST2757,187.0,15,24593.769999999997,2,4,2,242,Regular
CUST2758,69.0,10,14999.06,3,2,1,321,Loyal
CUST2759,185.0,19,39558.39,2,4,4,244,Regular
CUST2760,304.0,10,24838.49,2,2,2,222,Regular
CUST2761,189.0,15,28565.93,2,4,3,243,Regular
CUST2762,38.0,6,13125.630000000001,4,1,1,411,At Risk
CUST2763,308.0,10,30160.63,1,2,3,123,Low Value
CUST2764,249.0,12,32412.62,2,3,3,233,Regular
CUST2765,183.0,10,24923.19,2,2,2,222,Regular
CUST2766,189.0,13,36385.22,2,3,4,234,Regular
CUST2767,99.0,13,35568.65,3,3,4,334,VIP
CUST2768,38.0,10,16253.07,4,2,1,421,Loyal
CUST2769,519.0,8,23885.88,1,1,2,112,Low Value
CUST2770,32.0,18,52400.83,4,4,4,444,VIP
CUST2771,34.0,15,44533.29,4,4,4,444,VIP
CUST2772,123.0,6,9714.439999999999,3,1,1,311,At Risk
CUST2773,93.0,16,46892.64,3,4,4,344,VIP
CUST2774,130.0,12,17018.55,3,3,1,331,Loyal
CUST2775,38.0,11,38376.73,4,2,4,424,Loyal
CUST2776,369.0,10,22301.72,1,2,2,122,Low Value
CUST2777,155.0,10,28508.53,3,2,3,323,Loyal
CUST2778,65.0,8,10176.82,3,1,1,311,At Risk
CUST2779,65.0,17,58809.979999999996,3,4,4,344,VIP
CUST2780,279.0,9,32987.67,2,1,3,213,At Risk
CUST2781,248.0,13,38431.87,2,3,4,234,Regular
CUST2782,219.0,7,15484.24,2,1,1,211,At Risk
CUST2783,398.0,9,23917.97,1,1,2,112,Low Value
CUST2784,275.0,11,22926.25,2,2,2,222,Regular
CUST2785,392.0,11,37470.68,1,2,4,124,Low Value
CUST2786,33.0,14,48648.79,4,4,4,444,VIP
CUST2787,123.0,10,20758.5,3,2,2,322,Loyal
CUST2788,69.0,6,13739.43,3,1,1,311,At Risk
CUST2789,245.0,12,33525.32,2,3,3,233,Regular
CUST2790,5.0,10,25275.38,4,2,2,422,Loyal
CUST2791,32.0,13,31240.03,4,3,3,433,VIP
CUST2792,31.0,15,33182.31,4,4,3,443,VIP
CUST2793,5.0,11,33681.1,4,2,3,423,Loyal
CUST2794,219.0,15,28915.27,2,4,3,243,Regular
CUST2795,93.0,4,11470.76,3,1,1,311,At Risk
CUST2797,525.0,10,22973.34,1,2,2,122,Low Value
CUST2798,125.0,8,21955.28,3,1,2,312,At Risk
CUST2799,37.0,12,26957.13,4,3,2,432,Loyal
CUST2800,369.0,13,32488.309999999998,1,3,3,133,Low Value
CUST2801,282.0,17,43841.1,2,4,4,244,Regular
CUST2802,187.0,14,54571.63,2,4,4,244,Regular
CUST2803,2.0,6,13397.59,4,1,1,411,At Risk
CUST2804,160.0,17,35880.98,2,4,4,244,Regular
CUST2805,7.0,12,36461.15,4,3,4,434,VIP
CUST2806,516.0,8,16140.619999999999,1,1,1,111,Low Value
CUST2807,130.0,13,27486.65,3,3,3,333,VIP
CUST2808,97.0,9,18531.2,3,1,1,311,At Risk
CUST2809,3.0,11,30236.260000000002,4,2,3,423,Loyal
CUST2810,187.0,11,22441.25,2,2,2,222,Regular
CUST2811,490.0,13,38329.29,1,3,4,134,Low Value
CUST2812,185.0,9,19290.19,2,1,1,211,At Risk
CUST2813,728.0,10,22991.04,1,2,2,122,Low Value
CUST2814,31.0,13,34350.96,4,3,3,433,VIP
CUST2815,31.0,8,38096.89,4,1,4,414,At Risk
CUST2816,185.0,10,24831.730000000003,2,2,2,222,Regular
CUST2817,126.0,12,36447.979999999996,3,3,4,334,VIP
CUST2818,130.0,7,23751.47,3,1,2,312,At Risk
CUST2819,4.0,10,43564.25,4,2,4,424,Loyal
CUST2820,184.0,4,8468.39,2,1,1,211,At Risk
CUST2821,2.0,10,20631.61,4,2,2,422,Loyal
CUST2822,160.0,8,27428.59,2,1,3,213,At Risk
CUST2823,363.0,7,18568.73,1,1,1,111,Low Value
CUST2824,281.0,6,18107.53,2,1,1,211,At Risk
CUST2825,545.0,7,11794.15,1,1,1,111,Low Value
CUST2826,520.0,5,6691.04,1,1,1,111,Low Value
CUST2827,4.0,6,7548.44,4,1,1,411,At Risk
CUST2828,127.0,8,10423.619999999999,3,1,1,311,At Risk
CUST2829,94.0,15,33530.1,3,4,3,343,VIP
CUST2830,31.0,11,20421.95,4,2,1,421,Loyal
CUST2831,397.0,8,17152.54,1,1,1,111,Low Value
CUST2832,35.0,9,26828.449999999997,4,1,2,412,At Risk
CUST2833,340.0,7,18657.559999999998,1,1,1,111,Low Value
CUST2834,403.0,13,25623.11,1,3,2,132,Low Value
CUST2835,820.0,8,17399.52,1,1,1,111,Low Value
CUST2836,280.0,13,31348.77,2,3,3,233,Regular
CUST2837,282.0,7,18305.72,2,1,1,211,At Risk
CUST2838,339.0,8,25725.64,1,1,2,112,Low Value
CUST2839,189.0,10,29190.5,2,2,3,223,Regular
CUST2840,3.0,15,44322.880000000005,4,4,4,444,VIP
CUST2841,4.0,15,42047.799999999996,4,4,4,444,VIP
CUST2842,6.0,12,31806.66,4,3,3,433,VIP
CUST2843,282.0,14,36497.58,2,4,4,244,Regular
CUST2844,69.0,11,25716.23,3,2,2,322,Loyal
CUST2845,244.0,8,18036.31,2,1,1,211,At Risk
CUST2846,161.0,7,15868.35,2,1,1,211,At Risk
CUST2847,126.0,7,15060.57,3,1,1,311,At Risk
CUST2848,33.0,11,16059.899999999998,4,2,1,421,Loyal
CUST2849,35.0,15,25172.11,4,4,2,442,Loyal
CUST2851,5.0,11,26030.61,4,2,2,422,Loyal
CUST2852,5.0,10,23701.03,4,2,2,422,Loyal
CUST2853,1004.0,9,14779.51,1,1,1,111,Low Value
CUST2854,218.0,8,25298.489999999998,2,1,2,212,At Risk
CUST2855,305.0,10,23635.38,2,2,2,222,Regular
CUST2856,35.0,12,32195.72,4,3,3,433,VIP
CUST2857,310.0,17,33702.56,1,4,3,143,Low Value
CUST2858,130.0,8,27431.69,3,1,3,313,At Risk
CUST2859,93.0,10,33089.04,3,2,3,323,Loyal
CUST2860,276.0,15,32803.53,2,4,3,243,Regular
CUST2861,707.0,11,31201.27,1,2,3,123,Low Value
CUST2862,491.0,12,18934.75,1,3,1,131,Low Value
CUST2863,67.0,10,28837.3,3,2,3,323,Loyal
CUST2864,249.0,9,27364.75,2,1,2,212,At Risk
CUST2865,305.0,13,26478.86,2,3,2,232,Regular
CUST2866,94.0,15,46571.1,3,4,4,344,VIP
CUST2867,8.0,9,29109.32,4,1,3,413,At Risk
CUST2868,245.0,14,29834.96,2,4,3,243,Regular
CUST2869,33.0,14,30574.26,4,4,3,443,VIP
CUST2870,98.0,9,26049.14,3,1,2,312,At Risk
CUST2871,247.0,11,7513.84,2,2,1,221,Regular
CUST2872,32.0,19,31013.69,4,4,3,443,VIP
CUST2873,306.0,9,18004.95,1,1,1,111,Low Value
CUST2874,699.0,10,24243.62,1,2,2,122,Low Value
CUST2875,372.0,14,46206.7,1,4,4,144,Low Value
CUST2876,581.0,5,9413.289999999999,1,1,1,111,Low Value
CUST2877,2.0,9,23483.600000000002,4,1,2,412,At Risk
CUST2878,191.0,8,14387.24,2,1,1,211,At Risk
CUST2879,8.0,12,31350.23,4,3,3,433,VIP
CUST2880,219.0,9,19788.38,2,1,1,211,At Risk
CUST2881,4.0,10,22833.16,4,2,2,422,Loyal
CUST2882,648.0,7,21308.67,1,1,2,112,Low Value
CUST2883,68.0,9,22549.96,3,1,2,312,At Risk
CUST2884,281.0,12,30027.91,2,3,3,233,Regular
CUST2885,641.0,14,28111.32,1,4,3,143,Low Value
CUST2886,186.0,15,32594.37,2,4,3,243,Regular
CUST2887,305.0,6,19584.96,2,1,1,211,At Risk
CUST2888,429.0,7,10904.11,1,1,1,111,Low Value
CUST2889,396.0,7,17176.64,1,1,1,111,Low Value
CUST2890,186.0,9,19139.41,2,1,1,211,At Risk
CUST2891,64.0,13,22758.19,4,3,2,432,Loyal
CUST2892,307.0,9,27036.61,1,1,2,112,Low Value
CUST2893,67.0,12,37107.28,3,3,4,334,VIP
CUST2894,33.0,11,12890.54,4,2,1,421,Loyal
CUST2895,398.0,10,27883.68,1,2,3,123,Low Value
CUST2896,336.0,7,16833.100000000002,1,1,1,111,Low Value
CUST2897,35.0,5,10150.0,4,1,1,411,At Risk
CUST2898,2.0,13,31944.35,4,3,3,433,VIP
CUST2899,32.0,18,36833.2,4,4,4,444,VIP
CUST2900,126.0,7,19690.8,3,1,1,311,At Risk
CUST2901,37.0,12,31776.54,4,3,3,433,VIP
CUST2902,68.0,5,27030.16,3,1,2,312,At Risk
CUST2903,606.0,10,17753.79,1,2,1,121,Low Value
CUST2904,31.0,13,43316.89,4,3,4,434,VIP
CUST2905,310.0,7,20547.41,1,1,2,112,Low Value
CUST2906,340.0,8,15417.65,1,1,1,111,Low Value
CUST2907,8.0,11,25839.78,4,2,2,422,Loyal
CUST2908,97.0,16,25940.53,3,4,2,342,Loyal
CUST2909,130.0,9,24088.25,3,1,2,312,At Risk
CUST2910,159.0,8,28594.71,2,1,3,213,At Risk
CUST2911,461.0,12,18996.280000000002,1,3,1,131,Low Value
CUST2912,552.0,5,10749.01,1,1,1,111,Low Value
CUST2913,31.0,11,37254.41,4,2,4,424,Loyal
CUST2914,281.0,14,39256.52,2,4,4,244,Regular
CUST2915,5.0,10,22141.61,4,2,2,422,Loyal
CUST2916,371.0,15,40430.14,1,4,4,144,Low Value
CUST2917,399.0,13,31506.25,1,3,3,133,Low Value
CUST2918,392.0,13,23084.56,1,3,2,132,Low Value
CUST2919,127.0,10,23562.86,3,2,2,322,Loyal
CUST2920,277.0,12,33230.14,2,3,3,233,Regular
CUST2921,5.0,12,35242.42,4,3,4,434,VIP
CUST2922,190.0,9,21957.34,2,1,2,212,At Risk
CUST2923,7.0,15,41907.67,4,4,4,444,VIP
CUST2924,32.0,12,34387.89,4,3,3,433,VIP
CUST2925,246.0,12,23997.88,2,3,2,232,Regular
CUST2926,276.0,16,46627.39,2,4,4,244,Regular
CUST2927,93.0,16,31514.36,3,4,3,343,VIP
CUST2928,363.0,14,21809.51,1,4,2,142,Low Value
CUST2929,63.0,18,32610.42,4,4,3,443,VIP
CUST2930,94.0,15,34895.64,3,4,3,343,VIP
CUST2931,66.0,13,22806.260000000002,3,3,2,332,Loyal
CUST2932,250.0,10,19456.75,2,2,1,221,Regular
CUST2933,304.0,8,22054.11,2,1,2,212,At Risk
CUST2934,6.0,8,15513.07,4,1,1,411,At Risk
CUST2935,188.0,10,19866.82,2,2,1,221,Regular
CUST2936,464.0,9,29900.56,1,1,3,113,Low Value
CUST2937,66.0,13,21951.93,3,3,2,332,Loyal
CUST2938,457.0,4,9575.740000000002,1,1,1,111,Low Value
CUST2939,306.0,16,44348.72,1,4,4,144,Low Value
CUST2940,522.0,2,7656.49,1,1,1,111,Low Value
CUST2941,486.0,7,17198.27,1,1,1,111,Low Value
CUST2942,279.0,14,38182.52,2,4,4,244,Regular
CUST2943,335.0,12,40464.33,1,3,4,134,Low Value
CUST2944,37.0,14,28249.16,4,4,3,443,VIP
CUST2945,96.0,12,19545.9,3,3,1,331,Loyal
CUST2946,32.0,7,15838.38,4,1,1,411,At Risk
CUST2947,126.0,12,34162.7,3,3,3,333,VIP
CUST2948,36.0,10,34977.71,4,2,3,423,Loyal
CUST2949,33.0,19,48632.76,4,4,4,444,VIP
CUST2950,37.0,10,26457.47,4,2,2,422,Loyal
CUST2951,124.0,10,36362.12,3,2,4,324,Loyal
CUST2952,156.0,15,37212.25,3,4,4,344,VIP
CUST2954,31.0,14,25438.92,4,4,2,442,Loyal
CUST2955,523.0,9,9980.93,1,1,1,111,Low Value
CUST2956,130.0,12,30297.16,3,3,3,333,VIP
CUST2957,218.0,11,33435.93,2,2,3,223,Regular
CUST2958,214.0,17,22558.49,2,4,2,242,Regular
CUST2959,308.0,10,17570.77,1,2,1,121,Low Value
CUST2960,1.0,13,21613.83,4,3,2,432,Loyal
CUST2961,34.0,15,33407.68,4,4,3,443,VIP
CUST2962,459.0,8,27762.58,1,1,3,113,Low Value
CUST2963,69.0,14,45879.29,3,4,4,344,VIP
CUST2964,245.0,14,38435.45,2,4,4,244,Regular
CUST2965,159.0,12,34930.82,2,3,3,233,Regular
CUST2966,400.0,7,22250.67,1,1,2,112,Low Value
CUST2967,158.0,9,28383.92,2,1,3,213,At Risk
CUST2968,127.0,8,24325.26,3,1,2,312,At Risk
CUST2969,639.0,6,22108.67,1,1,2,112,Low Value
CUST2970,252.0,13,28788.9,2,3,3,233,Regular
CUST2971,392.0,10,26654.4,1,2,2,122,Low Value
CUST2972,38.0,14,46457.05,4,4,4,444,VIP
CUST2973,35.0,13,37740.31,4,3,4,434,VIP
CUST2974,3.0,16,44281.8,4,4,4,444,VIP
CUST2975,616.0,9,26808.03,1,1,2,112,Low Value
CUST2976,62.0,7,9808.66,4,1,1,411,At Risk
CUST2977,97.0,13,34747.06,3,3,3,333,VIP
CUST2978,191.0,14,40414.04,2,4,4,244,Regular
CUST2979,8.0,16,26570.55,4,4,2,442,Loyal
CUST2980,62.0,11,21865.55,4,2,2,422,Loyal
CUST2981,31.0,13,36267.87,4,3,4,434,VIP
CUST2982,67.0,12,30036.04,3,3,3,333,VIP
CUST2983,670.0,10,14562.710000000001,1,2,1,121,Low Value
CUST2984,64.0,9,21538.92,4,1,2,412,At Risk
CUST2985,186.0,8,23687.25,2,1,2,212,At Risk
CUST2986,37.0,11,29912.43,4,2,3,423,Loyal
CUST2987,429.0,11,33592.18,1,2,3,123,Low Value
CUST2988,2.0,11,28074.010000000002,4,2,3,423,Loyal
CUST2989,92.0,16,60205.67,3,4,4,344,VIP
CUST2990,98.0,11,20369.23,3,2,1,321,Loyal
CUST2991,66.0,7,14093.41,3,1,1,311,At Risk
CUST2992,62.0,8,23319.12,4,1,2,412,At Risk
CUST2993,730.0,6,18179.62,1,1,1,111,Low Value
CUST2994,2.0,15,60948.4,4,4,4,444,VIP
CUST2995,160.0,11,31763.510000000002,2,2,3,223,Regular
CUST2996,431.0,14,41971.9,1,4,4,144,Low Value
CUST2997,31.0,10,27401.449999999997,4,2,2,422,Loyal
CUST2998,7.0,9,12653.84,4,1,1,411,At Risk
CUST2999,99.0,9,14889.359999999999,3,1,1,311,At Risk
CUST3000,216.0,18,50863.51,2,4,4,244,Regular
CUST3001,35.0,25,73233.19,4,4,4,444,VIP
CUST3002,307.0,8,21294.690000000002,1,1,2,112,Low Value
CUST3003,548.0,10,40165.59,1,2,4,124,Low Value
CUST3004,130.0,6,10034.28,3,1,1,311,At Risk
CUST3005,579.0,7,15237.45,1,1,1,111,Low Value
CUST3006,155.0,16,46833.42,3,4,4,344,VIP
CUST3007,65.0,7,21290.33,3,1,2,312,At Risk
CUST3008,250.0,10,21499.44,2,2,2,222,Regular
CUST3009,307.0,11,21928.83,1,2,2,122,Low Value
CUST3010,426.0,9,24335.73,1,1,2,112,Low Value
CUST3011,32.0,11,32486.100000000002,4,2,3,423,Loyal
CUST3012,222.0,14,31133.629999999997,2,4,3,243,Regular
CUST3013,36.0,10,17472.510000000002,4,2,1,421,Loyal
CUST3014,215.0,12,28597.3,2,3,3,233,Regular
CUST3015,424.0,8,21881.760000000002,1,1,2,112,Low Value
CUST3016,184.0,13,29026.71,2,3,3,233,Regular
CUST3017,128.0,12,25248.92,3,3,2,332,Loyal
CUST3018,392.0,12,34700.08,1,3,3,133,Low Value
CUST3019,36.0,17,63835.770000000004,4,4,4,444,VIP
CUST3020,4.0,12,25150.71,4,3,2,432,Loyal
CUST3021,98.0,9,23017.82,3,1,2,312,At Risk
CUST3022,220.0,10,27921.37,2,2,3,223,Regular
CUST3023,161.0,9,28848.649999999998,2,1,3,213,At Risk
CUST3024,33.0,15,39205.85,4,4,4,444,VIP
CUST3025,400.0,9,13711.03,1,1,1,111,Low Value
CUST3026,494.0,15,35954.49,1,4,4,144,Low Value
CUST3027,666.0,6,11123.55,1,1,1,111,Low Value
CUST3028,553.0,13,21659.71,1,3,2,132,Low Value
CUST3029,94.0,10,17117.260000000002,3,2,1,321,Loyal
CUST3030,278.0,7,18477.09,2,1,1,211,At Risk
CUST3031,336.0,12,32941.58,1,3,3,133,Low Value
CUST3032,616.0,13,26800.62,1,3,2,132,Low Value
CUST3033,92.0,17,31742.06,3,4,3,343,VIP
CUST3034,367.0,19,39849.24,1,4,4,144,Low Value
CUST3035,7.0,17,32601.87,4,4,3,443,VIP
CUST3036,645.0,6,20629.1,1,1,2,112,Low Value
CUST3037,35.0,14,44089.27,4,4,4,444,VIP
CUST3038,98.0,13,49431.89,3,3,4,334,VIP
CUST3039,183.0,17,39183.02,2,4,4,244,Regular
CUST3040,214.0,15,39721.28,2,4,4,244,Regular
CUST3041,363.0,6,17775.300000000003,1,1,1,111,Low Value
CUST3042,372.0,15,27365.06,1,4,2,142,Low Value
CUST3043,454.0,13,21695.91,1,3,2,132,Low Value
CUST3044,219.0,8,21713.18,2,1,2,212,At Risk
CUST3045,1.0,8,30408.59,4,1,3,413,At Risk
CUST3046,65.0,15,35090.13,3,4,4,344,VIP
CUST3047,64.0,11,18153.129999999997,4,2,1,421,Loyal
CUST3048,34.0,16,41098.42,4,4,4,444,VIP
CUST3049,94.0,7,19581.13,3,1,1,311,At Risk
CUST3050,95.0,7,22427.11,3,1,2,312,At Risk
CUST3051,341.0,8,27205.79,1,1,2,112,Low Value
CUST3052,703.0,9,36244.87,1,1,4,114,Low Value
CUST3053,403.0,5,10336.98,1,1,1,111,Low Value
CUST3054,63.0,14,30705.32,4,4,3,443,VIP
CUST3055,308.0,8,21424.79,1,1,2,112,Low Value
CUST3056,69.0,16,39525.47,3,4,4,344,VIP
CUST3057,69.0,15,46028.31,3,4,4,344,VIP
CUST3058,249.0,9,34007.83,2,1,3,213,At Risk
CUST3059,608.0,13,23247.11,1,3,2,132,Low Value
CUST3060,191.0,12,26617.260000000002,2,3,2,232,Regular
CUST3061,522.0,8,21767.27,1,1,2,112,Low Value
CUST3062,2.0,10,27277.78,4,2,2,422,Loyal
CUST3063,341.0,16,53187.270000000004,1,4,4,144,Low Value
CUST3064,185.0,9,29503.86,2,1,3,213,At Risk
CUST3065,34.0,15,34497.65,4,4,3,443,VIP
CUST3066,2.0,16,52065.22,4,4,4,444,VIP
CUST3067,63.0,8,25393.74,4,1,2,412,At Risk
CUST3068,66.0,12,24260.7,3,3,2,332,Loyal
CUST3069,130.0,7,21537.46,3,1,2,312,At Risk
CUST3070,339.0,8,31016.79,1,1,3,113,Low Value
CUST3071,455.0,9,15088.78,1,1,1,111,Low Value
CUST3072,8.0,13,35498.04,4,3,4,434,VIP
CUST3073,158.0,9,17246.74,2,1,1,211,At Risk
CUST3074,191.0,17,48194.43,2,4,4,244,Regular
CUST3075,128.0,11,24571.86,3,2,2,322,Loyal
CUST3076,126.0,13,44035.41,3,3,4,334,VIP
CUST3077,155.0,12,17381.41,3,3,1,331,Loyal
CUST3078,464.0,6,15187.39,1,1,1,111,Low Value
CUST3079,303.0,10,24472.71,2,2,2,222,Regular
CUST3080,245.0,13,36953.58,2,3,4,234,Regular
CUST3081,96.0,15,30935.1,3,4,3,343,VIP
CUST3082,548.0,12,21583.18,1,3,2,132,Low Value
CUST3083,35.0,16,39490.85,4,4,4,444,VIP
CUST3084,395.0,11,30504.37,1,2,3,123,Low Value
CUST3085,217.0,9,31878.71,2,1,3,213,At Risk
CUST3086,490.0,7,18398.940000000002,1,1,1,111,Low Value
CUST3087,69.0,12,27275.47,3,3,2,332,Loyal
CUST3088,6.0,18,62604.24,4,4,4,444,VIP
CUST3089,129.0,10,26230.8,3,2,2,322,Loyal
CUST3090,8.0,15,36587.93,4,4,4,444,VIP
CUST3091,35.0,10,16025.63,4,2,1,421,Loyal
CUST3092,972.0,6,14273.65,1,1,1,111,Low Value
CUST3093,98.0,14,23681.28,3,4,2,342,Loyal
CUST3094,698.0,4,11561.58,1,1,1,111,Low Value
CUST3095,65.0,13,27849.56,3,3,3,333,VIP
CUST3096,128.0,13,31943.5,3,3,3,333,VIP
CUST3097,276.0,11,40113.57,2,2,4,224,Regular
CUST3098,248.0,12,33016.98,2,3,3,233,Regular
CUST3099,401.0,11,24968.47,1,2,2,122,Low Value
CUST3100,304.0,13,27553.04,2,3,3,233,Regular
CUST3101,883.0,11,28172.72,1,2,3,123,Low Value
CUST3102,32.0,9,17032.11,4,1,1,411,At Risk
CUST3103,93.0,8,27572.32,3,1,3,313,At Risk
CUST3104,36.0,8,23513.57,4,1,2,412,At Risk
